Date,Open,High,Low,Close,Volume,Adj. Close
1999-09-02,2.415179,2.551339,2.388393,2.520089,223787200,1.699438
1999-09-03,2.569196,2.6875,2.517857,2.625,408816800,1.770185
1999-09-07,2.633929,2.783482,2.625,2.727679,246198400,1.839427
1999-09-08,2.720982,2.774554,2.660714,2.660714,190551200,1.794269
1999-09-09,2.696429,2.712054,2.638393,2.698661,133520800,1.819858
1999-09-10,2.714286,2.774554,2.667411,2.765625,114690800,1.865016
1999-09-13,2.752232,2.752232,2.671875,2.678571,63000000,1.806311
1999-09-14,2.668525,2.803571,2.667411,2.779018,97073200,1.874048
1999-09-15,2.816964,2.825893,2.6875,2.691964,89894000,1.815342
1999-09-16,2.716518,2.787946,2.638393,2.743304,110471200,1.849963
1999-09-17,2.761161,2.776786,2.723214,2.747768,69319600,1.852974
1999-09-20,2.75,2.861607,2.745536,2.823661,114167200,1.904153
1999-09-21,2.613839,2.616071,2.464286,2.473214,839389600,1.667827
1999-09-22,2.491071,2.558036,2.464843,2.511161,280792400,1.693417
1999-09-23,2.540179,2.544643,2.25,2.261161,285938800,1.524827
1999-09-24,2.263393,2.393414,2.25,2.319196,294968800,1.563964
1999-09-27,2.370536,2.383929,2.185268,2.189732,237048000,1.476659
1999-09-28,2.196429,2.214286,2.051339,2.129464,353740800,1.436017
1999-09-29,2.151786,2.1875,2.071429,2.109375,164320800,1.42247
1999-09-30,2.127232,2.292411,2.116071,2.261161,227021200,1.524827
1999-10-01,2.21875,2.229911,2.125,2.204239,153697600,1.486442
1999-10-04,2.227679,2.316964,2.227679,2.305804,114839200,1.554933
1999-10-05,2.34375,2.433036,2.3125,2.426339,203551600,1.636217
1999-10-06,2.477679,2.486607,2.392857,2.399554,201068000,1.618154
1999-10-07,2.444196,2.450893,2.316964,2.370536,151471600,1.598585
1999-10-08,2.363839,2.368304,2.267857,2.341518,95701200,1.579017
1999-10-11,2.357143,2.4375,2.357143,2.381696,65780400,1.606112
1999-10-12,2.424107,2.486607,2.392857,2.417411,140938000,1.630196
1999-10-13,2.379464,2.482143,2.276786,2.286829,159182800,1.542137
1999-10-14,2.473214,2.618304,2.464286,2.613839,474700800,1.762658
1999-10-15,2.540179,2.707589,2.506696,2.662946,293294400,1.795774
1999-10-18,2.638393,2.651786,2.540179,2.616071,194101600,1.764164
